GeneID,GO_ID
11433,GO:0032929
11433,GO:0034097
11433,GO:0045019
11433,GO:0045453
11433,GO:0046872
11433,GO:0050728
11433,GO:0050830
11433,GO:0060349
11434,GO:0001669
11434,GO:0002077
11434,GO:0004040
11434,GO:0004252
11434,GO:0005515
11434,GO:0005537
11434,GO:0005798
11434,GO:0006508
11434,GO:0007190
11434,GO:0007338
11434,GO:0007339
11434,GO:0007340
11434,GO:0007341
11434,GO:0008233
11434,GO:0008236
11434,GO:0016787
11434,GO:0030163
11434,GO:0032991
11434,GO:0042806
11434,GO:0043159
11434,GO:0048545
11435,GO:0003009
11435,GO:0004888
11435,GO:0005216
11435,GO:0005230
11435,GO:0005231
11435,GO:0005515
11435,GO:0005886
11435,GO:0005892
11435,GO:0006811
11435,GO:0006812
11435,GO:0007271
11435,GO:0007274
11435,GO:0007528
11435,GO:0009986
11435,GO:0015464
11435,GO:0016020
11435,GO:0019228
11435,GO:0022848
11435,GO:0031594
11435,GO:0034220
11435,GO:0035094
11435,GO:0042166
11435,GO:0042391
11435,GO:0043005
11435,GO:0045202
11435,GO:0045211
11435,GO:0046716
11435,GO:0048630
11435,GO:0050881
11435,GO:0050905
11435,GO:0051899
11435,GO:0060078
11435,GO:0060079
11435,GO:0070050
11435,GO:0095500
11435,GO:0098793
11435,GO:0099171
11435,GO:0099634
11435,GO:1904315
11438,GO:0001666
11438,GO:0004888
11438,GO:0005216
11438,GO:0005230
11438,GO:0005515
11438,GO:0005886
11438,GO:0005892
11438,GO:0006281
11438,GO:0006811
11438,GO:0006816
11438,GO:0006979
11438,GO:0007165
11438,GO:0007271
11438,GO:0007274
11438,GO:0007585
11438,GO:0007626
11438,GO:0009897
11438,GO:0014059
11438,GO:0015464
11438,GO:0016020
11438,GO:0019228
11438,GO:0019233
11438,GO:0022848
11438,GO:0030425
11438,GO:0032991
11438,GO:0034220
11438,GO:0034703
11438,GO:0035094
11438,GO:0035095
11438,GO:0035640
11438,GO:0042113
11438,GO:0042166
11438,GO:0042391
11438,GO:0042734
11438,GO:0043005
11438,GO:0043025
11438,GO:0044877
11438,GO:0045202
11438,GO:0045211
11438,GO:0046872
11438,GO:0050877
11438,GO:0050890
11438,GO:0050997
11438,GO:0051649
11438,GO:0051899
11438,GO:0060079
11438,GO:0060080
11438,GO:0095500
11438,GO:0097060
11438,GO:0098691
11438,GO:0098878
11438,GO:0098981
11438,GO:0099171
11438,GO:0099634
11438,GO:0140658
11438,GO:1901363
11438,GO:1904315
11438,GO:1905144
11440,GO:0004888
11440,GO:0005216
11440,GO:0005230
11440,GO:0005515
11440,GO:0005886
11440,GO:0005892
11440,GO:0006811
11440,GO:0007271
11440,GO:0007274
11440,GO:0014059
11440,GO:0015464
11440,GO:0016020
11440,GO:0022848
11440,GO:0032991
11440,GO:0034220
11440,GO:0034703
11440,GO:0035094
11440,GO:0035095
11440,GO:0042734
11440,GO:0043005
11440,GO:0045202
11440,GO:0045211
11440,GO:0051649
11440,GO:0051899
11440,GO:0051952
11440,GO:0060078
11440,GO:0060079
11440,GO:0095500
11440,GO:0097060
11440,GO:0098691
11440,GO:0098878
11440,GO:0099171
11440,GO:1901363
11441,GO:0001540
11441,GO:0001988
11441,GO:0004888
11441,GO:0005216
11441,GO:0005230
11441,GO:0005515
11441,GO:0005886
11441,GO:0005892
11441,GO:0006811
11441,GO:0006816
11441,GO:0006897
11441,GO:0007268
11441,GO:0007271
11441,GO:0007611
11441,GO:0007613
11441,GO:0008179
11441,GO:0008306
11441,GO:0009409
11441,GO:0009897
11441,GO:0010628
11441,GO:0014061
11441,GO:0015464
11441,GO:0015643
11441,GO:0016020
11441,GO:0016324
11441,GO:0017081
11441,GO:0019228
11441,GO:0019901
11441,GO:0022848
11441,GO:0030317
11441,GO:0030424
11441,GO:0030425
11441,GO:0030426
11441,GO:0030673
11441,GO:0032094
11441,GO:0032225
11441,GO:0032279
11441,GO:0032691
11441,GO:0032715
11441,GO:0032720
11441,GO:0034220
11441,GO:0034703
11441,GO:0035094
11441,GO:0035095
11441,GO:0042110
11441,GO:0042113
11441,GO:0042166
11441,GO:0042391
11441,GO:0042698
11441,GO:0042734
11441,GO:0042803
11441,GO:0043005
11441,GO:0043025
11441,GO:0043124
11441,GO:0043197
11441,GO:0043198
11441,GO:0044853
11441,GO:0045202
11441,GO:0045211
11441,GO:0045471
11441,GO:0046872
11441,GO:0048149
11441,GO:0050727
11441,GO:0050728
11441,GO:0050804
11441,GO:0050808
11441,GO:0050893
11441,GO:0051117
11441,GO:0051247
11441,GO:0051649
11441,GO:0051823
11441,GO:0060078
11441,GO:0060079
11441,GO:0060084
11441,GO:0060112
11441,GO:0070373
11441,GO:0070374
11441,GO:0095500
11441,GO:0097061
11441,GO:0097110
11441,GO:0098690
11441,GO:0098793
11441,GO:0098815
11441,GO:0098878
11441,GO:0098897
11441,GO:0098981
11441,GO:0099171
11441,GO:0099634
11441,GO:0140059
11441,GO:1900016
11441,GO:1900273
11441,GO:1902004
11441,GO:1902532
11441,GO:1904315
11441,GO:1904645
11441,GO:1905144
11441,GO:1905906
11441,GO:1990806
11441,GO:2000463
11441,GO:2001023
11443,GO:0001941
11443,GO:0003009
11443,GO:0004888
11443,GO:0005216
11443,GO:0005230
11443,GO:0005515
11443,GO:0005886
11443,GO:0005892
11443,GO:0006811
11443,GO:0006812
11443,GO:0006936
11443,GO:0007165
11443,GO:0007271
11443,GO:0007274
11443,GO:0015267
11443,GO:0015276
11443,GO:0015464
11443,GO:0016020
11443,GO:0022848
11443,GO:0031594
11443,GO:0034220
11443,GO:0035095
11443,GO:0042166
11443,GO:0042391
11443,GO:0043005
11443,GO:0045202
11443,GO:0045211
11443,GO:0050877
11443,GO:0051899
11443,GO:0055001
11443,GO:0060078
11443,GO:0060079
11443,GO:0095500
11443,GO:0099634
11443,GO:1904315
11444,GO:0001661
11444,GO:0001666
11444,GO:0004888
11444,GO:0005216
11444,GO:0005230
11444,GO:0005515
11444,GO:0005886
11444,GO:0005892
11444,GO:0006811
11444,GO:0006816
11444,GO:0006939
11444,GO:0007165
11444,GO:0007268
11444,GO:0007271
11444,GO:0007601
11444,GO:0007605
11444,GO:0007612
11444,GO:0007613
11444,GO:0007626
11444,GO:0008306
11444,GO:0008542
11444,GO:0009897
11444,GO:0014059
11444,GO:0015464
11444,GO:0016020
11444,GO:0019228
11444,GO:0019233
11444,GO:0021562
11444,GO:0021631
11444,GO:0021771
11444,GO:0021952
11444,GO:0021955
11444,GO:0022848
11444,GO:0030890
11444,GO:0032225
11444,GO:0032226
11444,GO:0032991
11444,GO:0033603
11444,GO:0034220
11444,GO:0034703
11444,GO:0035094
11444,GO:0035095
11444,GO:0035176
11444,GO:0042053
11444,GO:0042113
11444,GO:0042166
11444,GO:0042220
11444,GO:0042320
11444,GO:0042391
11444,GO:0042734
11444,GO:0043005
11444,GO:0044853
11444,GO:0044877
11444,GO:0045188
11444,GO:0045202
11444,GO:0045211
11444,GO:0045471
11444,GO:0048814
11444,GO:0050877
11444,GO:0050890
11444,GO:0050997
11444,GO:0051649
11444,GO:0051899
11444,GO:0051963
11444,GO:0051969
11444,GO:0060078
11444,GO:0060079
11444,GO:0060084
11444,GO:0095500
11444,GO:0097060
11444,GO:0098691
11444,GO:0098878
11444,GO:0098981
11444,GO:0099171
11444,GO:0099634
11444,GO:1901363
11444,GO:1904315
11444,GO:1904456
11444,GO:1905144
11447,GO:0003009
11447,GO:0004888
11447,GO:0005216
